,IsLuxury,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
4207,1,1784.63,3,4,516.74,1.23,10,15.57,15.92,99.13,9
2560,1,1393.08,3,4,608.97,2.17,8,100.78,24.21,98.89,7
1623,0,1032.27,3,4,623.62,43.23,9,2.8,15.21,92.82,6
1053,1,1133.28,2,4,601.8,1.68,9,24.42,9.27,94.91,5
3373,0,550.0,1,3,192.55,38.99,4,4.14,14.66,89.59,3
5506,1,1629.25,4,2,598.66,33.97,9,34.31,20.91,99.9,7
1673,0,550.0,3,4,421.2,9.06,4,40.52,30.66,97.73,4
3838,1,1914.64,1,4,215.49,41.18,9,43.47,17.02,98.08,8
2171,1,1427.51,1,3,295.74,35.98,6,78.2,13.86,94.38,5
4750,1,694.21,3,3,688.34,27.12,10,100.3,14.72,99.49,6
3785,1,1366.61,3,2,457.34,14.45,7,73.92,12.84,91.76,6
3582,0,550.0,2,4,782.01,28.96,6,61.33,13.88,99.9,5
5769,0,550.0,1,3,403.52,1.88,5,50.01,14.23,90.74,4
458,0,550.0,2,2,684.01,51.3,8,11.03,15.76,94.46,4
5684,1,592.36,1,4,537.12,29.77,6,10.24,16.98,96.69,5
5549,0,550.0,2,3,265.21,5.78,6,37.09,14.77,95.82,6
1649,0,550.47,3,3,476.61,39.25,9,46.48,17.9,93.54,5
4275,1,1692.33,4,2,812.38,55.26,9,20.98,4.59,97.43,6
3968,0,675.85,1,3,499.92,42.85,6,35.84,29.74,98.59,4
6300,0,1005.09,3,4,570.17,35.63,9,10.08,19.38,99.9,5
6395,1,1016.55,4,4,858.46,12.71,10,39.27,37.92,99.58,7
2299,1,666.52,1,5,773.56,47.59,5,52.71,9.19,99.76,4
6301,0,916.2,1,4,324.58,2.78,10,77.79,26.48,96.32,4
1479,0,550.0,1,3,626.47,29.29,6,85.79,7.49,96.44,4
6328,1,1666.44,2,3,607.5,14.71,5,75.22,14.88,99.9,9
1638,0,907.36,1,2,52.38,25.11,5,50.66,10.92,90.75,2
3811,0,833.92,1,2,444.51,5.89,8,91.77,15.45,99.41,4
1633,1,550.0,3,4,875.37,8.56,8,45.64,27.66,84.63,6
4575,0,550.0,1,4,189.21,36.8,5,24.34,8.64,86.38,4
2966,0,1090.98,1,4,299.44,66.22,7,16.03,2.61,95.28,1
6554,0,550.0,2,2,550.75,10.32,7,19.23,7.15,84.49,4
76,1,1016.27,4,2,401.64,39.96,9,20.9,31.14,92.1,7
3752,0,550.0,2,2,125.4,31.75,7,59.81,26.48,88.72,4
1340,1,1193.66,1,2,725.85,22.38,5,51.05,9.34,99.48,3
256,0,1540.02,1,4,956.39,25.36,5,3.63,10.65,90.56,3
408,1,1278.96,4,2,788.81,36.19,4,26.61,27.82,94.88,5
1639,0,550.0,1,5,236.62,20.36,9,62.2,13.45,92.61,6
1086,0,1337.19,2,2,681.56,8.8,7,14.15,22.82,93.72,6
3213,1,1162.05,1,3,342.03,39.65,5,17.54,11.56,89.28,4
161,0,574.35,1,4,792.79,6.61,4,9.45,16.48,95.41,7
1669,0,907.67,1,3,188.41,19.17,9,35.33,22.88,96.6,7
2477,0,774.9,1,4,609.13,26.26,7,45.2,47.08,95.92,7
1827,1,752.37,2,3,676.79,21.01,6,36.43,20.47,90.22,5
490,0,724.79,1,3,912.79,34.78,5,24.88,1.42,94.89,5
1153,0,1615.82,1,2,513.8,9.94,6,55.17,10.58,93.8,3
4652,0,829.94,3,2,1120.61,66.7,5,40.09,5.33,97.8,5
5902,1,550.0,4,4,1088.51,29.77,7,52.74,14.78,93.71,5
1665,1,805.92,2,5,506.72,48.26,8,33.74,19.21,85.36,7
5707,1,550.0,2,4,15.53,7.47,10,4.25,2.44,98.4,4
4022,0,550.0,2,2,281.58,35.38,5,37.33,39.9,98.15,4
1197,1,1261.09,3,3,598.7,22.74,6,104.42,23.95,93.08,5
763,0,550.0,3,4,402.0,30.64,3,10.23,7.41,90.59,4
2316,0,550.0,1,2,525.01,22.64,6,16.43,32.07,88.78,2
625,1,1076.83,1,3,353.65,24.86,6,12.32,6.14,96.55,4
3632,1,672.46,2,2,292.67,42.51,4,138.06,23.04,85.39,3
911,1,930.04,4,3,340.51,6.47,5,10.78,23.54,95.29,5
2554,0,923.29,2,3,449.7,66.34,5,56.78,12.94,90.34,5
2663,0,918.9,1,3,403.11,48.74,5,68.8,26.56,82.09,4
4350,0,972.21,1,3,769.51,8.14,7,47.5,10.11,96.21,1
5078,0,1526.32,3,3,260.44,33.18,9,65.07,23.78,98.86,6
2292,1,1376.09,2,5,301.07,24.4,7,43.79,23.46,99.9,7
3254,0,572.31,4,2,467.86,3.74,7,109.38,13.07,94.04,4
1690,1,1556.12,2,2,424.17,49.12,7,28.06,8.45,95.1,6
223,0,1316.02,1,1,377.5,30.89,4,86.61,7.37,99.9,2
557,0,550.0,2,2,544.76,14.29,3,71.68,3.25,87.11,3
5499,1,550.0,2,4,838.26,22.58,7,82.33,17.25,99.1,3
5635,0,854.43,2,2,751.82,13.6,5,84.0,34.48,97.45,9
3526,1,786.24,2,4,652.32,3.07,8,13.76,0.27,99.9,5
257,1,1269.7,3,2,792.87,29.09,4,44.28,8.33,86.42,5
3588,0,1693.55,3,3,924.87,11.62,7,36.12,22.02,89.24,6
1488,1,1004.55,2,3,82.68,4.07,9,18.75,21.64,97.75,5
2337,1,1568.19,2,3,92.9,34.4,7,95.79,19.86,91.8,7
633,0,1318.79,1,3,404.84,11.63,7,18.18,3.59,99.9,5
6154,1,1359.74,4,3,15.23,11.51,7,54.11,1.83,96.67,8
1164,1,1532.08,3,3,596.12,31.49,8,28.65,1.1,95.02,8
3057,0,1383.05,2,2,554.52,50.06,10,11.15,4.94,90.29,7
4593,1,1295.75,4,1,246.93,25.85,7,57.03,36.37,99.9,7
5313,0,1504.11,1,2,175.54,20.0,7,35.8,36.01,96.69,1
1590,0,590.02,2,3,906.82,77.49,6,75.04,17.97,99.9,3
5731,1,1227.8,3,4,605.85,36.4,9,102.15,23.98,99.9,6
765,0,586.27,1,4,468.91,18.49,9,33.13,39.04,94.06,6
4978,0,691.76,2,4,772.17,0.9,7,52.8,34.03,83.77,4
1500,1,1792.82,4,3,888.46,58.87,7,54.53,11.97,98.96,7
5437,1,1224.89,2,3,363.34,22.74,8,16.55,13.26,94.68,8
1277,0,550.0,3,3,530.03,41.38,7,37.99,22.32,93.74,2
6714,1,1428.56,1,3,661.4,18.62,8,35.0,17.28,99.9,6
736,1,1199.76,3,3,456.96,5.69,8,72.11,24.31,99.9,4
4931,0,925.34,1,2,789.6,42.58,7,24.8,15.1,95.45,5
502,1,1531.42,3,4,1096.88,10.39,4,43.79,29.43,87.34,6
1644,1,1227.28,2,3,220.51,17.46,8,9.8,6.4,97.76,6
5599,0,720.01,1,2,745.72,19.26,5,68.45,50.06,89.14,4
3852,1,1609.6,2,3,963.22,31.99,7,45.52,30.62,94.76,4
2950,1,1538.81,5,2,624.72,17.4,8,42.38,13.5,96.73,7
6090,0,550.0,2,3,325.59,40.36,5,16.7,8.99,92.25,6
5959,1,550.0,2,4,258.5,9.22,9,61.57,4.28,89.77,5
6589,1,934.16,2,3,395.8,20.65,9,2.59,24.9,93.09,6
1268,1,1020.35,1,4,114.53,28.17,6,7.59,39.81,90.41,3
564,0,779.94,1,4,66.42,34.3,6,12.91,1.4,90.36,2
2634,1,1363.54,3,5,229.35,37.92,8,55.7,11.04,95.3,5
825,1,1196.66,1,3,803.69,14.05,6,31.45,17.73,98.48,5
5608,1,1029.28,4,4,823.45,15.57,9,53.3,5.63,96.52,9
2543,0,1092.71,2,1,576.81,52.48,4,98.29,13.52,95.3,3
2186,0,1242.17,2,4,584.2,17.32,7,41.68,14.22,94.65,6
6003,1,1052.48,3,3,43.02,6.47,8,60.07,22.79,99.74,8
1252,1,2115.54,3,1,1054.76,35.47,7,5.16,30.55,94.48,6
3211,1,574.1,2,3,464.9,28.43,3,47.5,7.9,84.86,1
2245,0,1004.05,3,2,412.04,16.66,6,14.03,1.58,99.9,4
5603,0,550.0,2,4,97.11,0.22,7,44.48,15.23,88.59,7
1780,1,1487.08,4,4,495.59,20.1,9,52.8,22.16,99.9,3
284,1,1508.69,4,2,581.1,9.35,6,46.99,23.86,90.06,8
13,0,695.79,3,2,83.24,47.32,6,47.77,7.97,93.74,4
6901,1,1632.41,3,3,919.8,26.81,6,53.75,19.39,92.41,8
1984,1,550.0,3,3,575.86,19.36,8,34.74,1.94,95.16,4
2280,0,579.44,1,2,511.53,43.53,8,46.21,8.27,90.16,4
407,1,1280.31,2,3,621.16,40.7,9,62.37,12.51,86.71,5
690,0,1134.14,3,2,610.98,44.48,4,7.18,32.0,99.28,4
4738,0,945.51,2,4,585.59,4.92,10,28.81,12.59,91.57,7
183,1,1732.38,1,2,432.37,25.88,5,58.8,33.94,96.77,3
3674,0,1501.25,2,3,80.27,45.34,6,47.35,18.87,89.56,3
1306,0,1469.13,3,3,477.54,34.46,4,20.67,19.9,96.07,7
5365,1,1334.33,2,1,575.33,36.37,6,54.07,10.29,94.3,5
156,0,946.99,1,3,507.04,72.72,8,1.59,16.94,93.96,5
4023,0,1251.57,2,2,860.35,38.4,9,46.6,12.76,90.13,5
4479,1,558.05,1,3,723.46,4.77,4,38.62,17.18,93.07,1
2347,1,1903.45,3,2,312.82,28.74,6,33.87,15.65,93.21,6
5076,1,1431.56,4,4,277.35,54.02,8,13.18,9.5,92.16,6
4114,1,1471.77,1,2,738.03,27.97,5,9.43,5.05,99.9,5
2967,0,1134.63,3,4,658.33,8.53,10,32.34,6.18,89.62,8
1470,0,550.0,1,5,244.84,44.41,9,42.51,9.59,87.68,7
3333,1,1144.82,3,3,273.57,27.22,9,70.92,8.66,97.42,5
4008,1,550.0,1,1,640.79,33.22,3,48.34,2.98,90.48,1
5568,0,550.0,3,4,696.95,43.1,8,58.71,19.56,88.64,5
3849,0,718.38,2,3,675.71,3.78,9,58.3,9.15,97.98,4
6227,1,550.0,1,3,477.44,23.64,5,5.32,27.39,92.61,1
2100,1,1054.0,1,4,735.07,1.03,7,95.72,4.33,91.59,5
962,0,960.64,2,4,695.44,13.51,9,89.02,9.37,93.2,6
1755,0,550.0,2,3,301.44,7.88,9,106.99,24.28,98.09,5
47,0,550.0,1,3,163.98,48.13,6,81.83,25.94,85.44,5
3578,1,550.0,2,5,951.96,13.52,10,69.83,15.6,92.67,9
112,1,1216.56,2,4,624.93,8.96,10,69.65,20.57,98.1,8
3081,0,722.71,1,3,701.84,8.39,8,59.63,18.78,97.56,4
1293,1,1446.86,2,5,608.95,55.05,7,11.54,7.58,93.08,5
3332,0,1114.6,1,4,407.16,13.56,6,38.44,5.49,92.83,4
5264,0,728.24,3,3,616.13,41.13,4,12.34,16.42,86.29,4
297,1,1752.42,3,4,555.27,23.14,8,48.24,27.07,92.94,5
771,1,833.57,2,6,545.42,19.33,10,100.59,8.92,96.63,5
3581,1,863.23,4,4,467.94,30.03,9,20.07,6.84,99.9,7
3594,0,760.31,1,2,458.1,38.12,6,44.96,41.36,95.92,2
1608,1,1524.01,2,3,658.44,40.87,6,140.11,21.12,97.62,4
540,0,697.91,2,1,485.98,1.36,5,40.3,25.53,93.92,4
2990,1,1198.32,4,4,718.68,19.87,7,41.05,23.14,99.58,8
289,1,1284.04,2,3,727.56,44.01,8,11.36,10.13,99.9,4
1082,1,1671.42,2,2,849.25,50.25,5,35.72,41.69,94.79,7
14,0,550.0,1,3,283.41,49.39,4,67.51,31.51,88.31,5
1339,0,1159.89,1,2,868.14,23.36,8,54.88,3.98,94.85,3
2038,1,1435.66,1,3,728.82,23.38,7,35.8,19.71,94.96,6
6036,0,867.61,1,3,154.71,14.86,6,70.8,16.75,90.87,4
2575,0,2080.79,3,3,670.35,5.92,10,41.65,52.51,99.14,8
6864,1,1198.59,2,4,949.8,18.68,7,10.72,11.81,99.9,9
4115,0,1077.07,2,4,704.37,55.86,5,118.62,34.3,91.73,5
1655,1,1057.49,2,4,821.7,81.73,6,103.79,38.51,97.78,5
995,0,629.81,2,3,372.23,19.15,9,19.92,31.91,99.9,8
6008,1,1116.57,3,3,55.32,60.8,6,60.82,24.39,88.39,4
2090,0,1382.35,2,2,611.37,59.53,5,104.07,0.34,99.9,2
497,1,1044.63,2,5,522.58,5.25,9,24.99,12.63,97.91,7
4602,0,550.0,2,4,1.3,43.15,4,37.28,12.36,89.37,7
2448,1,1877.32,1,4,419.72,33.74,8,7.47,18.95,86.71,4
1545,1,1339.34,1,5,508.8,41.49,8,5.21,18.88,99.9,4
2520,1,1421.77,3,3,493.6,16.97,9,123.83,11.23,99.9,4
6915,0,736.17,1,3,962.13,28.98,6,33.47,17.49,92.53,2
3266,1,1176.06,1,4,509.53,40.06,8,3.51,16.47,97.78,5
4077,1,1494.74,2,3,364.06,3.71,7,96.74,41.28,99.9,3
1963,0,1419.79,1,2,630.85,52.85,6,97.86,45.97,91.88,4
3559,1,1465.72,1,3,310.21,18.56,7,9.88,15.79,99.13,9
236,1,1812.59,2,2,641.93,52.88,7,139.03,28.98,99.67,7
4516,1,898.6,2,4,487.97,36.58,8,48.95,5.53,99.46,7
2768,0,550.0,2,4,671.15,48.57,9,72.3,9.48,92.49,3
3083,0,857.34,3,2,139.8,37.9,5,66.65,4.34,87.7,4
4272,1,1062.68,1,4,748.12,4.62,10,50.69,16.21,95.09,6
4570,0,564.91,2,2,394.99,45.97,5,100.32,14.04,98.37,1
5367,0,783.91,1,2,1092.25,77.48,2,66.68,8.39,85.08,2
3382,1,1587.13,1,3,947.19,32.86,8,3.49,0.56,98.97,8
5558,1,767.05,4,2,101.45,33.59,9,80.14,25.5,90.79,7
5369,1,812.22,2,4,179.27,41.32,10,62.67,23.26,96.65,5
4997,0,550.0,4,2,448.54,46.8,7,97.74,18.25,95.62,6
4755,0,1399.62,2,3,327.22,37.13,8,51.08,10.89,99.08,3
6925,0,854.94,1,2,870.33,59.28,6,108.06,29.19,83.57,5
2880,0,978.82,1,3,703.47,33.69,7,51.73,32.63,86.1,5
6497,1,1597.52,1,4,645.37,22.63,8,96.78,18.18,87.75,4
2047,0,600.25,1,4,641.45,19.99,6,43.35,20.55,92.12,6
6004,1,1385.61,3,2,895.75,6.28,6,82.43,32.5,89.22,3
1427,1,1146.96,2,5,263.16,34.1,8,67.66,16.38,94.41,7
10,1,1201.84,3,2,1209.03,49.9,5,27.26,10.94,90.36,8
1864,0,555.51,1,2,611.77,16.59,6,23.99,17.09,97.07,6
6319,1,1048.33,2,4,9.61,58.99,7,24.03,10.85,94.9,5
919,0,1136.09,1,4,845.61,20.2,8,48.85,4.04,99.5,6
6537,0,1478.81,1,4,421.19,13.92,9,24.46,25.23,95.44,6
4639,0,550.0,3,3,1018.34,52.34,3,107.13,20.01,86.13,4
790,1,1468.73,3,2,488.45,61.96,6,9.26,15.54,93.44,8
20,0,550.0,2,4,697.31,36.49,6,30.3,23.89,84.98,3
5616,1,965.41,3,4,570.31,19.82,10,125.47,30.33,91.72,3
501,1,1520.86,1,3,464.08,3.37,9,58.45,13.44,90.59,5
640,1,1274.02,2,4,97.38,43.73,6,10.14,18.42,96.76,8
3647,0,1230.22,2,4,91.7,4.6,7,48.75,18.29,95.95,7
2666,1,1067.87,2,3,217.9,47.16,7,24.71,25.61,99.9,4
3369,1,1003.5,2,3,382.44,62.58,8,30.42,9.59,93.56,6
5047,0,979.69,1,2,674.18,6.07,8,31.97,17.08,86.31,4
4802,1,1477.56,3,3,354.77,54.42,10,5.48,14.8,98.99,10
2531,1,1447.61,4,4,986.6,57.51,7,111.62,8.25,92.04,4
2408,1,1719.91,1,3,524.54,35.11,6,6.89,10.26,92.33,6
892,0,550.0,1,2,601.51,44.86,5,21.57,15.95,91.52,2
6034,1,1002.14,1,4,230.87,0.78,7,96.0,29.1,95.35,8
88,1,708.49,1,4,937.85,34.27,8,41.12,0.51,89.85,4
4347,1,639.35,3,4,855.37,48.65,7,55.47,32.34,99.9,5
1612,0,1123.25,1,4,798.65,23.07,8,43.08,11.1,92.46,5
2593,0,714.11,1,3,461.22,63.03,4,115.88,12.01,85.92,2
114,1,1289.46,1,4,667.17,41.11,9,46.35,23.49,86.95,6
5602,1,678.77,2,5,559.45,37.69,7,18.94,15.71,95.94,3
4617,1,1288.96,2,3,273.31,13.53,10,100.91,23.56,99.9,5
3194,1,785.06,1,1,165.5,51.01,6,46.28,18.88,87.1,5
3410,0,704.82,1,3,492.72,3.62,6,4.59,31.73,92.79,4
3597,1,895.52,4,4,424.22,38.5,9,50.65,3.98,95.16,7
2018,0,550.0,1,3,704.41,36.77,5,62.22,27.25,98.87,4
3297,1,1319.82,3,3,492.75,21.5,10,37.36,18.76,99.9,8
376,0,1487.76,1,2,840.15,46.09,7,47.69,35.19,95.28,8
171,0,841.64,2,2,642.0,28.13,7,51.07,0.3,89.03,4
2759,1,816.72,1,4,713.46,18.06,7,26.89,9.37,90.24,7
5142,1,1703.66,2,4,453.99,33.86,10,41.23,12.36,99.34,8
6136,0,763.07,2,2,577.98,29.17,5,74.73,10.38,91.0,4
3689,0,1012.69,1,3,455.09,4.18,4,28.24,2.51,88.52,3
571,1,1236.81,2,3,345.24,21.12,6,22.59,4.15,98.54,5
5032,1,2018.97,3,3,565.31,49.35,7,25.93,20.71,90.83,5
6840,0,1749.76,3,4,920.71,17.61,9,64.98,23.76,88.21,6
3426,1,1843.76,2,3,378.68,23.49,8,42.5,6.34,91.78,8
6,0,550.0,1,5,286.36,53.45,3,75.62,34.53,84.64,1
4009,0,681.06,3,1,618.21,13.18,6,6.5,39.18,94.38,5
5262,0,1768.98,1,2,599.24,38.64,6,50.39,20.5,90.62,4
3044,1,1233.62,4,4,318.84,9.99,9,7.77,4.66,82.77,8
3010,0,1437.31,2,1,568.03,42.56,5,111.91,2.45,94.06,3
6898,1,1349.44,2,4,357.31,34.13,9,97.88,32.14,86.33,4
967,0,1502.69,2,3,195.91,3.82,7,5.63,42.44,97.55,4
1772,1,1027.62,2,5,320.24,51.83,7,51.96,11.06,97.35,3
877,0,925.54,2,2,300.08,36.94,5,0.75,27.03,92.27,4
432,0,977.85,2,1,1071.73,39.1,4,101.54,8.43,94.81,4
3949,0,884.98,2,2,618.22,50.67,3,32.41,26.17,97.05,2
5185,0,947.18,4,5,543.65,20.65,10,51.93,31.7,95.52,5
4811,1,1550.36,4,4,5.86,38.6,8,40.34,16.6,97.44,9
3301,1,550.0,1,5,222.26,64.69,7,49.18,17.88,92.13,1
4687,0,1475.33,2,2,486.98,42.45,6,88.55,35.53,93.76,6
6077,0,849.76,2,3,537.36,19.68,7,9.32,3.82,86.86,5
4728,1,974.67,1,4,396.72,37.66,10,3.81,40.37,93.59,4
