,Price,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,PreviousSalePrice
5952,201314.9426,1489.19,2,280.65,47.71,16.87,14.3,93.28,1.23,108050.757
5953,387905.4289,1779.8,2,186.06,20.99,113.8,17.58,99.9,2.25,306335.3947
5954,245250.8451,1887.43,2,272.29,33.59,26.8,5.21,99.9,0.72,278496.582
5955,207362.1647,1017.03,4,478.38,23.05,80.57,10.37,99.9,2.71,169135.407
5956,320726.3276,1786.61,2,586.33,17.74,34.16,4.07,91.06,1.81,342434.3873
5957,230173.566,976.35,1,841.37,5.77,70.82,4.13,99.85,1.01,261258.4653
5958,360685.8504,650.36,2,164.98,34.92,29.36,26.71,84.31,1.77,237118.8341
5959,298550.7118,550.0,2,258.5,9.22,61.57,4.28,89.77,1.42,155329.1835
5960,274030.2632,1109.44,2,335.38,39.67,77.26,25.3,98.22,0.75,183396.4472
5961,422422.0922,1340.86,2,768.27,64.77,0.41,9.78,90.22,1.4,353165.2636
5962,408845.8492,711.62,1,207.21,32.58,62.0,33.85,92.41,2.18,334779.4747
5963,214462.382,569.26,2,237.75,31.71,16.11,19.28,97.76,2.33,153149.2356
5964,291132.0389,550.0,2,166.01,26.45,41.6,16.64,99.9,2.2,159417.3357
5965,250155.1266,583.25,4,503.48,34.81,24.36,26.0,96.16,1.89,124303.9335
5966,277466.3269,550.0,5,396.19,20.95,69.22,26.01,92.63,2.13,241457.5164
5967,196604.6614,1809.46,1,377.13,66.98,92.87,14.78,92.91,1.53,214608.3743
5968,245648.5235,1252.06,2,210.96,9.86,32.82,33.25,96.38,0.86,214123.0567
5969,353025.8068,1805.62,1,398.34,33.12,104.0,19.23,99.9,1.12,260101.8669
5970,513305.2882,1280.42,3,281.29,23.65,85.72,26.24,96.14,1.4,425354.4881
5971,380442.7325,1185.79,2,739.45,28.16,23.32,14.13,87.73,1.32,434502.81
5972,267861.9687,550.0,1,410.36,27.77,23.18,16.76,92.54,0.72,411126.1004
5973,358070.9608,1572.85,2,543.34,62.4,4.47,22.43,93.88,1.17,376999.0587
5974,562257.4662,2248.84,4,893.01,21.06,9.61,13.65,94.35,0.05,733629.5798
5975,456091.1396,1429.85,3,251.0,4.11,83.6,13.17,85.86,0.95,652987.1885
5976,419156.6199,1679.19,1,536.71,13.46,79.36,32.09,95.37,1.75,303137.2686
5977,180015.2789,1454.19,3,640.5,10.7,80.34,7.35,88.73,1.9,142388.0598
5978,224973.4118,1474.99,2,774.45,25.39,57.62,19.71,94.71,1.49,160664.1315
5979,133722.6083,550.0,3,739.1,53.78,75.09,8.38,98.77,1.91,50490.9021
5980,133702.1794,550.0,2,549.03,47.09,37.99,3.28,87.53,1.77,74887.40307
5981,142740.4811,550.0,1,722.38,25.56,38.55,16.46,96.41,1.58,61535.01434
5983,218397.4733,550.0,3,1008.69,2.44,18.18,8.28,93.09,2.42,300413.5599
5984,363914.6366,1774.08,2,522.48,58.18,12.35,15.41,93.06,1.56,273611.5345
5985,298431.5825,959.9,2,634.34,17.56,48.44,15.64,94.52,1.64,293957.5245
5986,220458.9936,901.6,1,628.48,25.15,19.82,15.34,99.9,0.67,155406.0548
5987,481343.2377,1087.6,2,267.34,20.46,69.76,6.58,98.8,2.04,315836.5919
5988,297382.5679,1403.85,2,48.21,22.13,9.46,6.24,99.9,0.95,303080.0003
5989,318944.5628,1502.76,3,28.7,34.63,44.45,11.42,89.17,1.64,276002.1141
5990,362981.6337,550.0,3,510.13,36.6,82.75,17.58,97.2,1.75,537327.1678
5991,99796.15875,550.0,3,424.57,18.32,78.62,32.93,99.9,0.61,20092.31553
5992,225737.5059,839.86,2,1022.66,44.57,55.82,5.69,91.79,1.04,274953.7258
5993,215651.3935,879.97,1,301.8,5.09,45.91,49.81,96.85,1.98,145616.0687
5994,120852.2785,550.0,1,778.8,0.45,49.95,28.63,99.9,0.88,54207.95244
5995,208002.2829,725.08,1,489.23,35.79,29.16,37.23,98.24,1.25,178042.2356
5996,425167.2697,1140.45,1,1068.53,7.86,78.47,29.13,94.95,1.42,232764.3257
5998,588317.6568,1157.27,1,70.76,70.39,28.33,1.07,99.9,0.89,373390.5126
5999,173633.0734,550.0,2,447.52,24.37,40.92,35.75,99.9,2.12,158702.8409
6001,248951.658,767.36,1,546.27,20.76,14.49,0.86,86.1,1.71,174388.173
6002,266314.2278,1942.55,1,1089.4,23.0,23.49,3.66,89.5,1.65,389481.1421
6003,484512.1588,1052.48,3,43.02,6.47,60.07,22.79,99.74,1.01,360405.3065
6004,330790.1596,1385.61,3,895.75,6.28,82.43,32.5,89.22,2.02,292166.225
6005,402047.1652,1054.97,2,256.4,23.56,12.75,23.54,92.9,2.14,314299.657
6006,335517.7029,1318.62,5,310.06,3.55,62.67,25.8,88.08,1.71,378580.8974
6007,186211.2944,550.0,2,143.24,27.82,47.5,30.97,90.53,1.19,172892.5003
6008,393815.2236,1116.57,3,55.32,60.8,60.82,24.39,88.39,1.92,277813.9519
6009,143482.3805,1024.17,1,657.27,10.84,11.14,21.83,99.9,1.0,93481.0407
6010,479347.3542,2014.53,1,349.18,31.28,82.26,19.95,91.7,1.62,375045.8531
6011,334002.7703,775.73,2,549.76,50.83,45.68,6.55,94.19,0.87,211182.2856
6012,351656.8786,550.0,4,788.48,29.26,15.13,10.3,93.66,1.28,208118.5017
6013,392732.8557,1028.47,2,213.54,30.1,80.26,45.1,88.91,1.8,244301.874
6014,442788.154,1070.0,2,729.15,59.99,69.59,23.63,88.26,1.64,327684.3831
6015,203564.234,550.0,3,382.59,25.47,115.79,24.57,93.9,1.72,215962.4519
6016,507098.5017,2286.02,2,514.04,31.7,60.22,7.24,89.23,1.73,760076.4523
6017,212176.5091,747.71,3,499.61,4.35,128.85,8.86,93.02,1.26,137578.3341
6018,341753.2277,1464.35,3,494.9,31.06,26.06,16.04,97.92,1.15,403240.9882
6019,195297.2596,550.0,2,72.65,13.81,66.74,20.62,92.98,1.29,298610.929
6020,367534.6529,1139.21,2,394.97,43.4,31.62,7.63,99.9,1.29,538301.9878
6021,409313.7256,1295.36,4,482.35,20.82,27.45,11.15,96.79,1.61,525388.6465
6022,264687.482,1480.25,1,104.53,20.92,58.01,7.37,92.3,1.26,245710.0525
6023,246305.3703,550.0,2,874.96,43.64,79.61,28.11,91.07,1.32,126645.2457
6024,127798.6831,550.0,2,888.51,17.61,17.51,6.37,93.86,1.33,46233.16324
6025,232594.7678,1463.33,2,293.14,40.32,93.99,33.6,93.25,1.79,290579.067
6026,274558.259,1309.65,2,779.06,32.23,36.77,6.49,93.96,1.72,259526.7245
6027,333345.3744,1637.04,2,554.53,8.96,18.7,3.38,99.6,1.33,567977.4659
6028,147605.9,829.85,2,560.84,50.89,23.23,25.41,90.44,1.2,75170.08072
6029,304336.8266,773.47,2,106.19,19.55,83.96,1.14,88.85,1.63,203210.2351
6030,490302.2082,901.77,4,619.22,2.35,15.86,14.98,99.9,0.91,301401.508
6031,447877.4851,1745.79,4,308.21,14.07,67.07,8.44,92.39,1.7,568331.3565
6032,390192.2257,1080.31,1,464.72,27.55,56.0,12.51,95.96,1.25,267801.2453
6033,643648.7488,1865.64,3,542.84,22.83,38.99,0.78,96.77,1.91,746940.843
6034,360053.6851,1002.14,1,230.87,0.78,96.0,29.1,95.35,1.12,261889.4271
6036,200222.2152,867.61,1,154.71,14.86,70.8,16.75,90.87,1.87,114759.2602
6037,172176.5119,550.0,1,867.01,40.43,51.71,34.98,84.17,1.71,58912.65077
6038,669952.9768,1231.79,5,450.69,15.71,4.62,3.15,97.27,1.73,533195.0276
6039,217206.4322,830.78,4,371.62,39.53,45.32,18.53,95.88,0.72,299424.7084
6040,607617.5735,1484.17,1,540.02,24.92,86.08,43.63,99.9,1.98,566866.0916
6042,365330.0965,550.0,3,290.32,32.09,53.05,4.56,95.57,1.42,472388.7754
6043,249787.5681,888.39,1,735.31,29.2,9.77,49.6,94.64,1.67,176589.6715
6044,336254.8191,1229.92,3,148.67,14.49,12.61,9.91,99.9,0.79,375266.5956
6045,173899.5665,1012.98,1,78.91,24.08,56.22,44.14,99.9,1.67,92394.74314
6046,479213.8492,1481.34,1,794.84,22.49,82.49,1.91,90.31,2.15,367907.4653
6047,608346.9181,1346.71,3,560.78,11.32,65.61,16.84,91.83,1.62,448897.5098
6048,453273.4861,808.49,3,1106.11,2.8,12.72,15.05,94.03,1.42,384202.5826
6049,516382.1541,994.11,2,841.01,15.19,80.63,16.99,92.54,2.11,310330.6389
6050,342213.898,964.76,4,267.62,7.92,1.0,0.85,87.24,1.89,389328.3643
6051,226528.3599,697.21,1,551.48,35.19,46.19,6.19,99.9,1.62,297672.5866
6052,106487.3614,755.37,2,670.05,25.77,20.44,1.21,92.07,1.9,22709.27455
6053,118334.6332,550.0,2,304.02,61.17,49.71,37.11,96.37,1.88,55533.93801
6054,327626.1061,771.18,1,95.67,57.62,42.5,18.61,91.95,1.18,261409.5803
6055,257144.2688,851.23,2,496.61,54.61,20.81,11.08,92.43,1.37,403933.0113
6056,156166.44,550.0,2,853.26,31.21,30.6,29.66,99.9,1.55,80359.30542
6057,173722.5743,550.0,3,989.47,57.18,11.49,3.89,99.85,2.2,177844.9565
6058,248086.4852,757.67,2,940.59,24.01,27.95,3.26,93.62,1.65,215636.2172
6059,349391.2377,1522.63,4,420.15,15.76,1.28,6.4,94.0,1.96,424460.1112
6060,127201.7428,1200.6,1,811.38,44.76,41.57,17.1,91.54,1.71,75589.72972
6061,112495.9077,562.94,1,494.66,64.36,99.9,27.81,96.4,1.13,11182.88146
6062,261240.2269,550.0,2,420.18,18.43,34.09,43.21,83.65,0.55,477795.6529
6063,650641.7431,2057.02,1,574.14,51.02,18.23,34.07,97.88,0.73,427317.4574
6064,366814.4459,1108.37,3,454.38,3.17,48.32,6.5,95.93,0.88,424925.8694
6065,222939.7391,1138.63,1,421.68,33.56,52.32,22.38,92.56,0.03,318153.0118
6066,160234.8661,794.96,1,662.62,62.2,78.53,28.83,92.03,2.26,162962.1024
6067,155738.7254,550.0,2,434.12,72.52,73.42,39.25,99.9,1.17,107219.9294
6068,255979.6826,646.4,1,653.33,19.63,26.17,20.6,85.35,2.55,181105.0914
6069,133591.3704,571.69,1,709.35,53.87,23.02,24.39,95.45,1.04,60651.72869
6070,474003.1369,765.5,4,236.65,40.87,18.81,20.06,88.26,1.89,347852.9497
6071,116537.0207,949.75,2,327.0,56.33,40.14,0.08,97.66,1.25,40113.49891
6072,307908.9626,1336.66,2,711.64,20.15,72.37,20.01,90.35,1.94,321585.2803
6073,259348.0402,557.42,2,471.9,12.1,33.49,22.78,93.52,1.58,138152.7933
6074,228139.8188,682.98,3,1013.88,33.14,72.61,5.57,89.49,1.29,193860.7647
6075,546651.7415,1302.16,3,725.26,23.77,15.69,15.91,92.59,1.39,438286.406
6076,123788.0536,923.3,1,801.72,30.9,52.67,48.28,93.07,2.1,50019.53139
6077,254564.3918,849.76,2,537.36,19.68,9.32,3.82,86.86,1.7,396573.5184
6078,273449.9487,1663.91,1,801.23,22.27,0.25,17.71,92.07,1.23,307623.0832
6079,506890.4558,1923.32,3,664.17,13.18,69.27,10.15,87.97,1.82,793453.0142
6080,304061.1571,781.01,1,888.84,32.52,7.17,41.59,83.83,0.82,341545.9195
6081,379823.6921,1173.31,3,449.36,40.64,76.55,15.83,99.9,0.89,314345.26
6082,196091.6698,701.87,1,75.44,20.55,57.58,32.54,99.9,1.87,206643.7081
6083,618110.2488,1511.89,4,361.83,20.86,16.69,12.15,93.86,0.26,559738.4815
6084,226085.6429,847.5,2,450.23,26.28,32.08,5.01,94.68,0.75,195844.2193
6085,113269.523,550.0,1,23.66,26.43,33.32,16.54,91.19,2.43,39868.14545
6086,262653.3923,878.0,3,257.23,44.28,85.39,6.0,96.64,1.69,312523.6338
6087,646044.7923,1628.4,3,929.5,28.95,8.32,13.45,99.9,0.47,608530.543
6088,151906.6702,550.0,2,302.63,48.67,78.18,16.27,93.08,0.61,132911.0563
6089,250630.2176,952.71,1,313.49,28.18,37.67,10.43,87.72,0.88,457628.1775
6090,154400.7525,550.0,2,325.59,40.36,16.7,8.99,92.25,1.43,146897.5092
6091,364752.9646,1647.67,1,380.61,12.86,56.48,39.03,99.67,0.88,230296.1003
6093,529606.7556,550.0,1,641.35,29.26,83.79,35.69,92.16,1.69,455852.4642
6094,519811.7034,1775.61,3,506.02,1.75,47.77,11.26,93.0,1.76,332891.0632
6095,499241.8291,1054.36,3,187.51,61.83,27.29,0.34,91.23,1.51,331342.0645
6096,214089.6239,968.74,2,349.9,1.9,90.61,22.42,98.2,1.27,302987.8519
6097,174486.9737,826.39,1,409.46,0.06,50.24,24.89,92.49,1.38,56646.99442
6098,190796.713,550.0,1,382.66,32.19,5.84,3.46,99.9,1.9,70647.32501
6099,233192.9191,952.41,1,253.48,32.81,56.46,6.42,92.25,1.56,109132.6951
6100,290402.2247,1088.99,2,299.76,49.82,58.14,11.75,91.25,2.31,240544.4556
6101,159097.7158,671.47,1,185.52,7.93,42.08,2.76,89.66,1.48,148007.105
6102,296158.0813,956.69,4,765.44,25.42,50.98,36.29,89.02,1.21,400866.5981
6103,707838.9867,1928.33,3,46.18,22.49,48.88,9.58,99.9,0.88,795437.2159
6104,194376.8764,1036.32,2,537.22,28.83,39.83,5.5,93.43,1.83,260795.2157
6105,156388.6005,550.0,2,992.51,6.66,61.81,27.06,92.31,2.32,174617.1136
6106,91917.87657,760.55,1,512.87,21.91,51.27,3.51,88.11,1.58,10481.50495
6107,287789.7826,1015.7,3,546.59,28.66,67.94,28.92,99.3,0.74,179227.9013
6108,535479.8648,1406.52,3,283.62,60.14,78.16,11.36,92.03,1.18,454063.3866
6109,255114.2111,761.64,3,811.58,6.78,74.82,34.44,96.16,1.38,204613.7284
6110,157587.7771,550.0,1,686.21,43.98,79.86,39.97,88.84,1.72,67664.43032
6111,168038.4429,1166.6,1,607.88,3.84,51.23,13.06,89.71,1.37,68189.14682
6112,252928.8126,1139.91,3,273.39,43.69,65.98,27.89,80.31,1.72,311878.143
6113,299567.9959,1083.69,3,375.58,42.66,44.56,14.02,93.09,2.05,207020.4722
6114,105964.3135,550.0,1,682.67,36.16,21.88,9.17,92.33,1.78,19440.88921
6115,138710.3964,550.0,2,212.42,37.86,35.47,49.28,87.35,2.41,35586.16639
6116,358367.7787,1778.96,2,205.22,27.53,60.25,17.93,92.72,2.24,492930.6104
6117,599226.4555,908.28,3,639.43,67.15,80.58,18.53,95.58,0.15,408580.8482
6118,599447.9391,1280.65,3,810.79,59.78,66.55,8.5,97.57,1.89,419984.9711
6119,382741.1546,1325.82,2,597.19,1.02,25.0,3.44,95.77,0.72,313871.4421
6120,311205.1828,1293.75,1,421.62,35.97,64.71,5.4,93.73,0.92,209219.0844
6121,277318.8698,1821.56,2,478.89,41.12,38.08,2.02,93.86,1.49,373974.9497
6122,218544.2298,795.13,1,1110.65,46.56,35.57,11.55,92.9,1.87,168800.3902
6123,200241.5569,1374.7,2,975.73,48.46,49.22,15.42,93.61,1.52,119412.7261
6124,461259.7733,1221.31,4,76.34,17.23,32.5,3.91,97.78,1.28,374725.8783
6125,153573.3276,1199.79,1,798.36,44.94,82.9,8.06,95.75,1.25,126020.4507
6126,302811.6508,1491.55,2,394.18,53.75,15.62,2.47,98.43,1.54,538665.6114
6127,341991.3617,1281.83,2,729.94,45.98,86.47,20.28,87.81,1.02,310324.5891
6128,221165.7043,550.0,3,160.09,31.51,96.01,7.36,94.52,1.02,254077.9284
6129,153059.2789,644.33,2,155.4,9.84,61.88,8.5,94.97,1.53,114872.9599
6130,287025.2124,1487.0,3,889.76,11.54,14.55,40.79,85.75,1.82,495941.6492
6131,244605.9014,1773.43,1,668.06,10.13,62.14,0.51,99.9,1.23,300420.9694
6132,250453.5811,550.0,3,652.71,15.45,80.55,50.84,94.53,2.26,420318.3123
6133,102952.0441,1688.74,2,108.4,43.37,48.56,27.05,82.71,2.23,3553.746834
6134,290805.3052,1667.96,3,344.67,6.06,21.56,0.79,94.47,1.63,548997.0877
6135,397269.967,1508.89,3,284.42,43.53,16.88,6.41,99.9,1.79,511900.7606
6136,146371.1001,763.07,2,577.98,29.17,74.73,10.38,91.0,1.63,66989.99955
6137,215794.7062,550.0,3,286.37,52.6,29.38,34.69,93.11,1.67,303386.8793
6138,309856.2555,936.24,3,469.94,47.29,6.09,9.77,93.67,1.74,235957.7827
6139,201622.4738,1198.92,1,376.65,0.89,17.51,23.58,94.6,0.71,82753.07652
6140,374504.0333,1563.94,4,762.47,71.45,63.97,4.99,95.11,0.56,692828.908
6141,304035.9851,550.0,3,594.71,9.0,69.62,33.38,92.99,1.1,356765.5317
6142,497908.5102,1891.21,1,490.88,11.61,43.04,0.36,95.78,1.07,417635.8399
6143,470749.5279,1367.75,3,829.6,28.33,63.9,5.04,99.9,1.87,342156.1148
6144,115823.421,581.91,2,244.02,60.92,16.24,23.95,89.27,2.36,35618.14473
6145,278236.9864,975.14,2,277.69,25.52,40.83,8.71,94.96,1.71,187016.4638
6146,164510.3087,579.63,3,995.91,31.44,52.48,37.85,85.22,0.83,71083.97929
6147,375795.8439,891.62,3,453.52,55.85,40.38,1.34,94.88,1.23,287370.1636
6149,114322.0427,550.5,1,362.24,7.88,69.62,17.89,90.99,2.13,48894.81401
6150,366320.0461,620.16,3,672.99,17.78,25.41,21.63,94.77,1.84,241250.1374
6151,268209.7012,1110.08,2,856.25,32.27,23.23,6.64,96.21,2.09,259626.2449
6152,401614.5246,1798.19,4,424.89,2.61,5.6,6.65,98.31,1.02,566330.8753
6155,482068.3311,1318.16,4,785.01,2.85,43.18,1.5,92.01,1.24,483387.5956
6156,228840.023,1116.57,1,378.34,65.58,34.19,25.33,94.32,0.67,131213.4331
6157,206294.6469,643.02,4,88.0,45.33,19.79,11.0,93.14,1.34,188484.7774
6158,197703.9644,1193.46,1,721.33,24.07,1.24,25.98,98.33,1.72,318972.6024
6160,227140.276,1504.02,2,1090.01,6.79,31.82,22.5,96.77,1.28,335981.019
6161,344318.0144,2089.87,4,496.28,39.12,5.77,12.44,99.9,1.35,420667.8432
6162,369749.0723,2015.84,2,1027.66,19.79,68.99,17.19,95.09,1.52,508900.7132
6163,221072.3475,1334.19,2,630.78,17.99,61.16,26.33,93.8,2.16,139876.9756
6164,107249.169,609.97,1,32.79,12.26,123.09,21.88,96.56,1.76,42257.84318
6165,251783.8961,1332.75,1,786.04,31.09,61.18,17.57,89.22,1.16,218595.889
6166,229409.9215,1494.7,1,961.7,48.69,14.67,7.97,98.38,1.43,408769.1936
6167,218833.1818,841.37,2,507.01,20.08,25.57,14.07,92.81,1.1,240847.2834
6168,158408.4042,800.9,2,165.31,27.05,85.34,21.72,99.9,1.15,119731.9856
6169,380946.9295,1088.9,2,773.6,35.46,6.31,22.58,88.79,2.07,263822.5258
6170,183793.3108,550.0,2,135.79,36.96,27.28,15.68,82.09,0.87,126671.0039
6171,171185.4905,550.0,2,573.66,47.17,19.87,18.69,99.9,2.1,155365.8037
6172,202859.6837,576.38,1,935.22,30.12,110.8,22.07,99.9,1.96,139512.7568
6173,676922.4903,1701.95,3,508.18,25.54,51.61,25.17,91.78,1.19,765601.7002
6174,479518.6635,1644.34,4,726.65,25.55,6.92,2.78,99.9,0.98,594793.2011
6175,436042.4919,1618.91,2,94.16,57.82,119.01,15.12,91.85,2.01,354416.6696
6176,697476.7486,1532.66,5,745.06,27.68,81.21,3.02,92.71,1.24,579692.1817
6177,118735.8676,637.96,2,9.81,19.21,47.05,0.67,95.13,1.56,27769.83061
6178,187420.2746,585.81,2,873.1,59.58,93.09,0.59,91.52,0.91,134750.1853
6179,363401.9223,1201.45,1,859.44,39.48,89.86,24.27,92.87,1.23,283349.4182
6180,118272.4447,595.71,4,347.03,35.65,85.39,26.09,85.8,1.86,25436.2984
6181,152991.9405,1056.4,1,429.11,27.56,30.09,21.32,99.9,2.23,105893.9773
6182,197643.7107,1025.08,3,898.79,19.88,5.95,14.62,97.33,0.41,216956.1219
6183,385058.7875,1712.72,4,320.68,27.9,25.03,9.97,93.36,0.96,669859.4819
6184,295655.806,1694.81,2,139.81,27.34,90.61,5.32,80.84,1.07,281967.9211
6185,297161.0335,760.67,3,98.23,21.9,68.42,2.27,99.9,1.53,320337.2467
6186,646182.2465,1310.88,4,499.31,24.53,76.47,3.21,99.34,0.51,730123.8242
6187,255615.0412,1319.79,3,435.17,53.16,62.69,7.32,97.15,2.1,265777.1071
6188,170728.7881,841.15,1,263.56,22.73,71.16,2.85,99.5,2.12,100905.9053
6189,301337.6421,1592.74,3,787.97,4.56,19.0,32.65,97.97,2.68,450887.3701
6190,167799.645,607.09,1,818.85,15.96,76.1,40.82,84.07,1.34,123468.4004
6191,203869.5816,1772.95,2,672.62,69.11,45.39,34.94,91.68,2.05,269083.2727
6192,319296.6176,550.0,3,903.12,12.23,63.09,20.21,99.9,1.97,466062.0521
6193,196530.6017,1087.36,1,1052.69,16.0,23.27,8.9,87.83,1.68,75888.15099
6194,232159.3765,725.24,4,199.71,20.37,107.82,21.13,93.21,1.57,107781.6271
6195,254576.9433,550.0,4,378.65,45.75,25.55,25.2,91.14,1.76,341930.4411
6196,266834.8036,876.13,1,815.32,17.45,50.3,0.71,97.53,2.36,310832.1514
6197,326752.5584,873.98,2,778.0,17.31,4.73,1.78,96.91,0.74,409637.5445
6198,202639.4567,970.71,2,439.83,69.87,1.04,36.74,95.54,1.53,216473.4745
6199,463029.2579,737.11,3,197.47,31.59,78.19,31.65,93.22,1.89,445986.9384
6200,296536.7354,1017.85,2,553.96,29.37,63.8,11.84,93.79,0.66,231443.9118
6201,135675.877,780.1,2,377.87,26.5,82.74,20.45,95.07,1.65,63241.78007
6202,574509.5466,1453.39,2,521.93,34.48,38.15,18.66,87.12,1.58,407107.4069
6203,287497.9485,856.11,1,973.7,40.3,76.15,13.82,93.02,1.47,200354.6815
6204,97646.83316,1125.42,1,854.36,9.64,37.31,18.25,88.07,1.24,-212.2043814
6205,216972.8449,1131.43,1,227.45,44.31,56.62,12.07,83.64,1.82,127323.8131
6206,231333.2593,550.0,1,830.42,7.29,32.71,23.89,88.59,1.54,138785.5624
6207,98094.58782,550.0,2,42.76,25.54,29.8,29.89,88.63,2.28,524.03689
6208,324782.6328,1124.14,2,676.66,61.77,12.43,17.74,86.87,1.49,183605.3285
6209,129900.059,550.0,4,981.28,26.15,57.02,16.07,97.21,1.42,42993.66015
6211,192882.8993,550.0,2,611.84,41.47,12.66,49.41,96.18,1.15,92542.68782
6212,395909.7504,564.0,2,195.69,21.15,18.27,2.27,95.96,0.89,448262.0995
6213,290997.8478,832.82,3,141.54,27.69,21.04,22.94,97.8,1.06,201850.984
6214,245825.9151,550.0,2,755.2,20.61,13.46,0.46,91.51,1.78,254820.3219
6215,369780.1596,1406.33,3,58.68,13.03,62.5,2.4,91.77,1.22,435447.0149
6216,325649.7834,550.0,1,181.32,44.77,73.07,32.73,91.72,2.56,438540.618
6217,276254.3653,1886.97,1,7.94,4.8,0.71,13.72,87.05,1.71,459014.1239
6218,115156.9002,550.0,2,851.91,16.6,70.21,35.49,89.99,2.32,22668.00959
6219,297714.1583,1657.16,2,569.12,21.5,47.24,0.82,88.35,1.48,387786.4149
6221,582712.1101,1666.04,2,369.84,5.77,120.17,34.31,90.93,1.95,449741.4688
6222,268762.6481,1348.07,1,36.94,23.95,21.52,23.56,92.8,2.2,203193.2209
6223,477219.5197,1380.55,1,196.27,54.97,40.3,10.71,91.24,1.86,282008.4762
6224,335134.4955,667.46,3,631.97,28.73,78.37,39.9,94.27,2.11,236193.5447
6225,260584.5972,1032.2,1,582.38,1.39,26.32,25.94,87.22,2.01,212114.7757
6226,386188.4407,1743.78,1,792.52,31.96,20.03,9.72,92.64,1.44,391846.9359
6227,109087.4478,550.0,1,477.44,23.64,5.32,27.39,92.61,1.01,30397.92382
6229,139812.5241,550.0,3,748.23,54.61,70.55,16.36,99.9,1.53,76154.50877
6230,149241.5454,622.21,3,396.34,73.07,5.56,7.32,90.66,0.84,68558.52735
6231,130151.0263,652.13,2,428.53,34.3,89.84,20.91,95.29,1.35,68910.55476
6232,166949.991,1209.1,2,587.38,69.02,12.89,11.75,91.68,2.24,128752.3861
6233,389129.4108,1036.98,2,384.5,30.83,14.04,15.19,92.71,1.42,314244.3117
6234,225923.8101,1013.37,4,680.55,9.15,64.02,11.07,90.67,1.51,399524.6937
6236,239329.0829,1097.77,2,231.1,44.76,0.53,36.67,88.76,1.47,311849.2042
6237,370880.6566,1205.36,1,644.72,15.3,68.94,2.1,99.9,1.76,262013.4141
6238,644542.115,1449.62,4,361.41,25.98,114.63,9.0,98.36,1.93,816208.9971
6239,273277.7833,609.19,2,614.34,56.53,28.21,13.23,99.9,0.77,205016.2211
6241,312914.8435,1186.64,3,775.84,34.22,4.63,0.23,90.35,1.43,406308.6127
6242,427688.4335,1438.94,2,298.56,37.04,56.77,11.2,94.71,1.14,239453.7986
6243,176531.527,987.69,3,317.43,8.22,117.41,18.55,90.96,1.44,282806.4098
6245,448917.0742,1285.44,2,459.17,30.45,63.21,19.86,96.07,1.0,645876.2
6246,190004.3082,758.94,4,313.79,4.43,69.07,11.41,93.37,1.29,256044.3747
6247,191146.8081,764.78,3,243.89,55.28,6.86,15.07,93.93,1.27,241279.5678
6248,296420.9407,853.49,2,278.3,13.94,50.69,13.32,94.13,1.12,206464.6837
6249,429336.5244,1249.39,5,499.06,15.52,75.37,1.36,90.43,1.37,387028.2366
6250,300378.5553,1567.15,2,359.45,31.82,140.07,20.34,96.16,0.97,172077.3012
6251,186845.7182,550.0,2,607.25,32.65,70.67,3.51,95.91,0.61,96783.55551
6252,142846.5424,602.01,1,785.1,76.02,24.45,32.25,91.84,1.89,66388.0483
6253,434991.6789,939.05,4,695.47,50.81,94.52,1.66,99.03,2.04,402569.4449
6254,491058.1524,912.18,2,466.76,0.46,39.33,3.47,98.21,1.26,367136.4053
6255,548417.5068,1721.87,3,660.06,20.47,3.57,1.02,91.7,0.63,413150.8428
6256,460665.7046,1647.78,2,408.61,30.89,23.73,16.13,94.74,1.23,683435.7966
6257,254400.6244,765.65,1,670.46,12.9,1.71,13.31,99.81,1.58,132643.9373
6258,293910.6065,1327.75,2,756.55,25.23,34.6,6.49,93.62,1.38,314380.6506
6259,547065.5475,1606.97,1,554.71,61.24,27.01,0.53,94.33,1.44,454518.8196
6260,160568.0355,853.13,3,742.75,22.08,50.77,28.62,95.63,1.12,80797.72825
6261,279109.5484,912.52,5,208.85,14.16,15.59,7.58,99.46,1.47,168024.6563
6262,332966.1628,1626.51,3,486.98,9.16,2.58,23.24,93.01,2.51,525465.8111
6263,239464.1044,733.87,2,578.69,61.01,8.42,15.59,86.9,1.74,139985.5433
6264,553902.1136,1915.74,2,221.86,28.1,82.92,14.15,93.86,1.34,440550.9339
6265,146875.153,977.51,1,1144.03,22.86,11.24,11.38,96.35,1.76,135980.2844
6266,297752.7272,1994.58,3,375.71,1.9,44.95,0.14,94.39,1.04,436417.34
6267,308077.9041,694.47,2,608.85,34.01,64.96,21.25,91.76,2.55,230161.809
6268,163022.5614,813.05,2,686.5,27.54,23.27,6.99,92.49,1.31,140309.1966
6269,605439.5907,744.84,3,393.49,41.18,16.41,36.97,99.08,0.9,564174.9546
6270,571149.0188,1035.05,3,682.49,37.69,32.02,0.14,81.43,1.48,383902.1631
6271,277700.7131,550.0,3,86.43,3.07,70.08,9.31,95.91,1.62,179190.6031
6272,318697.4162,1638.78,1,893.49,36.03,66.96,27.04,97.81,1.33,194147.0398
6273,410357.2197,939.55,3,468.79,16.84,103.39,16.56,87.29,2.45,562735.5075
